Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
208,2025-06-08,8031,MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,305.7,311.6,303.2,310.45,29487,9046881.2,305.61,433,288.3,2025-06-08T14:59:57.433588,311.3,459,306.8,18627
209,2025-06-08,8032,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,527.9,527.9,505,517.95,10237,5265954.6,519.51,742,440,2025-06-08T14:59:44.729531,520,99,514.4,2071.8
210,2025-06-08,8034,ENL,Emerging Nepal Limited,1101.1,1120,1090,1106.96,1654,1810533.5,1102.47,1453.5,950,2025-06-08T14:57:52.712064,1107.9,48,1094.63,6150.27
211,2025-06-08,8041,NESDO,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,1572,1592,1572,1576.98,1785,2820982.4,1592.77,2641,1566,2025-06-08T14:59:40.013572,1575,52,1580.38,4594.33
212,2025-06-08,8043,CBLD88,Civil Bank Debenture 2088,1148.5,1148.5,1148.5,1148.5,25,28712.5,1126,1254.2,1030,2025-06-08T14:22:43.639186,1148.5,1,1148.5,3445.5
213,2025-06-08,8045,GVL,Green Ventures Limited,434,441,434,437.21,11708,5121491.8,438.04,699.9,424,2025-06-08T14:58:57.93746,437,142,437.43,15029.09
214,2025-06-08,8055,BHL,Balephi Hydropower Limited,211,212.5,209.6,210.62,235382,49646000.6,209.51,520,209,2025-06-08T14:59:54.372162,210.8,892,210.91,7700.14
215,2025-06-08,8063,ULBSL,Upakar Laghubitta Bittiya Sanstha Limited,3623.9,3623.9,3328,3453.09,6647,22567737.1,3697.76,6600,1770,2025-06-08T14:57:30.565733,3439,140,3395.17,3665.39
216,2025-06-08,8065,CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,1607.4,1607.4,1568,1571.95,5278,8346073.2,1607.4,1958,1445.1,2025-06-08T14:59:58.997013,1575,147,1581.29,4188.06
217,2025-06-08,8066,RFPL,River Falls Power Limited,535,577,530,577,204639,116845665.6,524.6,1484,348.1,2025-06-08T14:56:16.482532,577,1373,570.98,4039
218,2025-06-08,8070,DORDI,Dordi Khola Jal Bidyut Company Limited,401.9,410,385,388.67,55441,22160092,410.03,696,350,2025-06-08T14:59:54.528179,385.1,262,399.7,8195.19
219,2025-06-08,8073,NICFC,NIC Asia Flexi CAP Fund,9.05,9.23,9.05,9.22,3000,27604,9.2,10.99,8.13,2025-06-08T14:58:39.80774,9.23,19,9.2,94.04
220,2025-06-08,8074,KDBY,Kumari Dhanabriddhi Yojana,9.5,9.6,9.5,9.58,2100,20078,9.69,11,8.51,2025-06-08T14:58:06.208579,9.58,20,9.56,38.32
221,2025-06-08,8075,BHDC,Bindhyabasini Hydropower Development Company Limited,436.1,453.5,431,435.33,10409,4538694.3,427.64,829.7,426,2025-06-08T14:59:58.467948,436,120,436.03,4918.36
222,2025-06-08,8076,HHL,Himalayan Hydropower Limited,407.22,407.5,401,402.28,5626,2264946.84,407.22,635,348.6,2025-06-08T14:59:53.292709,402,88,402.58,4404.97
223,2025-06-08,8099,UHEWA,Upper Hewakhola Hydropower Company Limited,548,550,540,541.87,17611,9528745.2,552.57,993.4,408.1,2025-06-08T14:58:53.723633,550,117,541.06,2709.35
224,2025-06-08,8100,SGHC,Swet-Ganga Hydropower & Construction Limited ,407,414.9,406.3,407.43,13062,5328032.6,413.39,649.5,317,2025-06-08T14:59:38.239525,410,118,407.9,6490.36
225,2025-06-08,8102,MHL,Mandakini Hydropower Limited,583.6,613,583.1,592.7,3139,1846068,595.38,1101,445,2025-06-08T14:57:21.14813,597,70,588.1,3833.39
226,2025-06-08,8104,USHEC,Upper Solu Hydro Electric Company Limited,440,448.8,422,425.34,20155,8599211,431.98,752,400,2025-06-08T14:59:29.902013,428,145,426.65,5742.09
227,2025-06-08,8106,GIBF1,Global IME Balanced Fund-1,10.41,10.79,10.41,10.79,4800,50724,10.61,10.79,8.05,2025-06-08T14:49:27.561454,10.79,18,10.56,1106.8
228,2025-06-08,8108,RHGCL,Rapti Hydro And General Construction Limited,330.1,334,326,331.24,17935,5940775.7,333,708,317.2,2025-06-08T14:59:34.849086,330,153,331.23,4059.64
229,2025-06-08,8109,SBD89,10.25% Sanima Debenture 2089,1140,1140,1140,1140,10,11400,1161,1203,1000,2025-06-08T11:13:51.729572,1140,1,1140,5700
230,2025-06-08,8110,SBID83,10.25% Nepal SBI Bank Debenture 2083,1090,1105,1090,1091.1,125,136680,1085,1147.4,1015.1,2025-06-08T14:38:35.895753,1091.1,3,1093.44,2620.26
231,2025-06-08,8111,HIDCLP,Hydorelectricity Investment and Development Company Limited Promoter,214.5,219,210.7,214.01,866195,185567882,212.17,231,97.2,2025-06-08T14:59:44.262489,214.4,865,214.23,7062.33
232,2025-06-08,8117,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,1020,1035,1010,1014.62,2553,2591301,1033.97,1306.8,832,2025-06-08T14:58:38.864009,1012,58,1015,2536.55
233,2025-06-08,8121,SPHL,Sayapatri Hydropower Limited,650.1,688.5,650.1,683.84,3396,2276416.7,661.25,922,500,2025-06-08T14:59:53.392577,686,52,670.32,2051.52
234,2025-06-08,8122,PPL,People's Power Limited,486,486.9,469,474.52,28703,13753811.3,477.7,648.6,428,2025-06-08T14:59:39.902677,477,293,479.17,3001.81
235,2025-06-08,8123,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,1425.1,1439,1372,1398.61,1120,1570625,1425.04,2250,1190.1,2025-06-08T14:59:45.181048,1392,45,1402.34,1861.55
236,2025-06-08,8125,NSIF2,NMB Sulav Investment Fund - 2,10.55,10.58,10.55,10.57,5800,61300.91,10.53,12.47,9.52,2025-06-08T14:33:49.386035,10.57,8,10.56,1290.6
237,2025-06-08,8126,SIKLES,Sikles Hydropower Limited,839,873,839,848.67,1314,1114138.5,855.97,1475,565,2025-06-08T14:59:05.808572,873,41,847.89,7213.69
238,2025-06-08,8127,KBLD89,11% KBL Debenture 2089,1230,1230,1206,1206,25,30150.1,1230,1275,1046.2,2025-06-08T14:33:39.202194,1206,2,1206,3618
239,2025-06-08,8131,EHPL,Eastern Hydropower Limited,545.5,560,545,550.62,5886,3249956,546.65,997,500,2025-06-08T14:59:04.406756,558,76,552.15,3413.84
240,2025-06-08,8132,SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,1926,1973,1862,1899,1663,3149881,1936,2907,1681,2025-06-08T14:57:13.747651,1899,57,1894.09,2077.03
241,2025-06-08,8133,PHCL,Peoples Hydropower Company Limited,535,560,528,531.64,30453,16298947.7,541.93,745.6,297.2,2025-06-08T14:59:50.591675,542,315,535.21,17012.48
242,2025-06-08,9135,BHPL,Barahi Hydropower Public Limited,820.8,836.4,780,782.87,6827,5425458.3,804.78,1308.4,573.4,2025-06-08T14:59:43.85791,783,147,794.7,1957.17
243,2025-06-08,9137,HBLD86,Himalayan Bank Limited Bond, 2086,1127,1127,1127,1127,410,462070,1150,1180.8,1044,2025-06-08T12:25:27.73013,1127,1,1127,2817.5
244,2025-06-08,9138,NIBLGF,NIBL Growth Fund,8.75,8.92,8.75,8.92,8550,76096.5,8.58,10.64,7.84,2025-06-08T14:15:22.188283,8.92,9,8.9,1177.44
245,2025-06-08,9139,SAGF,Sanima Growth Fund,9.95,10,9.95,9.96,1300,12971,10.14,10.93,8.6,2025-06-08T13:51:09.648287,9.96,8,9.97,669.84
246,2025-06-08,9140,UNLB,Unique Nepal Laghubitta Bittiya Sanstha Limited,2070,2070,2006,2024.63,1199,2432058.5,2069.82,3223,1940,2025-06-08T14:59:58.460284,2044.9,29,2028.4,3008.09
247,2025-06-08,9146,SMHL,Super Madi Hydropower Limited,966.2,1064,966.2,1058.72,40999,42582100.7,985.41,1657,557.1,2025-06-08T14:59:38.617822,1050,491,1038.61,23344.78
248,2025-06-08,9147,SPL,Shuvam Power Limited,786,794,771,775.46,3614,2820793,794.17,1109.6,710,2025-06-08T14:59:57.128476,771,52,780.51,1550.92
249,2025-06-08,9148,SMH,Super Mai Hydropower Limited,882,882,831.1,851.22,1086,907670.7,870.9,1283,754,2025-06-08T14:59:25.48039,850,25,835.79,4554.03
250,2025-06-08,9149,MKHC,Maya Khola Hydropower Company Limited,421.9,421.9,404,409.76,15126,6181172.8,414.14,627,307.4,2025-06-08T14:59:55.917474,413.9,131,408.64,4097.6
251,2025-06-08,9150,AHL,Asian Hydropower Limited,648,648,623.3,646.85,4630,2921991.6,660.4,904,473,2025-06-08T14:54:15.24287,646.8,56,631.09,2199.29
252,2025-06-08,9151,KDL,Kalinchowk Darshan Limited,1090,1110,1090,1094.23,3209,3505924.5,1092.65,1381,970,2025-06-08T14:59:13.885787,1100,65,1092.52,6565.38
253,2025-06-08,9154,SFEF,Sunrise Focused Equity Fund,9.65,9.65,9.65,9.65,300,2895,9.81,10.66,7.86,2025-06-08T12:10:58.707581,9.65,2,9.65,965
254,2025-06-08,9156,TAMOR,Sanima Middle Tamor Hydropower Limited,490,497.3,481.2,487.19,13684,6671571,488.6,637,385,2025-06-08T14:59:51.343591,490,208,487.54,16235.61
255,2025-06-08,9158,MHCL,Molung Hydropower Company Limited,436,438,428,429.75,7914,3408010.3,435.22,655,355.1,2025-06-08T14:59:49.874772,429,122,430.63,3448.74
256,2025-06-08,9159,SMJC,Sagarmatha Jalabidhyut Company Limited,498,506.6,498,500.99,13820,6928086.9,497.7,800,374,2025-06-08T14:59:53.387648,503,226,501.3,5877.61
257,2025-06-08,9161,ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,5483.1,5619,5483.1,5610.46,158,878451.7,5594.28,6735,2290.1,2025-06-08T14:59:35.987379,5609,15,5559.82,4395.42
258,2025-06-08,9166,MAKAR,Makar Jitumaya Suri Hydropower Limited,582.2,590,573.1,574.76,9014,5192279.1,590.47,860,390.2,2025-06-08T14:59:59.816582,585,101,576.02,4368.18
259,2025-06-08,9167,MKHL,Mai Khola Hydropower Limited,730,747,730,734.09,18148,13459412.2,735.98,769,439,2025-06-08T14:59:03.419209,732,147,741.64,2878.78
260,2025-06-08,9170,DOLTI,Dolti Power Company Limited,525,556,525,538.49,6706,3616793.1,535.3,1017,406.7,2025-06-08T14:58:30.874333,539.9,93,539.33,2888.92
261,2025-06-08,9171,BEDC,Bhugol Energy Development Company Limited,756.3,800,699.9,784.14,71845,53371162,771.66,1080,395,2025-06-08T14:59:58.887728,725.2,380,742.86,4266.14
262,2025-06-08,9173,CITY,City Hotel Limited,828,832,823,825.31,6961,5758639.7,827.98,1168.5,651,2025-06-08T14:59:44.943716,823,127,827.27,13815.69
263,2025-06-08,9174,PRSF,Prabhu Smart Fund,11.16,11.3,11.16,11.18,41500,465247,11.29,11.87,8.48,2025-06-08T14:58:20.31153,11.18,12,11.21,1118
264,2025-06-08,9175,MCHL,Menchhiyam Hydropower Limited,545,552,538,539.83,6139,3334861,554.42,714,395,2025-06-08T14:59:25.251687,538,84,543.22,2929.03
265,2025-06-08,9176,IHL,Ingwa Hydropower Limited,544.8,555,523,523.12,5378,2822945.3,534.18,838,399,2025-06-08T14:59:33.14615,523.1,66,524.9,3138.72
266,2025-06-08,9178,RMF2,RBB Mutual Fund 2,9.7,9.89,9.7,9.7,900,8759,9.7,10.73,8.23,2025-06-08T14:29:47.07212,9.7,5,9.73,820.74
267,2025-06-08,9179,MEL,Modi Energy Limited,295,295,285,285.9,40120,11581704.8,292.67,393,215,2025-06-08T14:59:54.399237,286,344,288.67,8291.1
268,2025-06-08,9181,RAWA,Rawa Energy Development Limited,786.9,807,786.9,802.63,3625,2890342.6,802.27,990,519,2025-06-08T14:59:34.245778,805,60,797.33,2247.36
269,2025-06-08,9182,SIGS3,Siddhartha Investment Growth Scheme 3,10.12,10.19,10.12,10.19,316530,3225417.2,10.19,10.96,8.28,2025-06-08T14:59:39.847392,10.19,31,10.18,821.11
270,2025-06-08,9183,NRM,Nepal Republic Media Limited,451.3,455,448,449.82,34346,15467527.3,453.31,645,375,2025-06-08T14:59:48.349011,451,315,450.34,4352.01
271,2025-06-08,9184,ILI,IME Life Insurance Company Limited,448,454.5,445.5,446.02,18171,8123768.2,447.62,606,412.5,2025-06-08T14:59:59.819708,446.5,368,447.07,22301
272,2025-06-08,9191,C30MF,Citizens Super 30 Mutual Fund,9.71,9.71,9.52,9.52,26750,257827,9.78,10.92,8.29,2025-06-08T13:22:25.591218,9.52,9,9.63,714.69
273,2025-06-08,9192,USHL,Upper Syange Hydropower Limited,628,652,604,623,1392,862386.8,616.23,961,500,2025-06-08T14:54:56.236663,623,44,619.53,1370.6
274,2025-06-08,9193,GCIL,Ghorahi Cement Industry Limited,497,497,484,484.98,22545,10955002.6,487.38,668,460,2025-06-08T14:59:43.02711,485,300,485.91,22152.36
275,2025-06-08,9194,TSHL,Three Star Hydropower Limited,675.1,700,675.1,691.73,2165,1483964.3,683.45,1231,499,2025-06-08T14:59:56.261263,685.2,49,685.43,3406.77
276,2025-06-08,9195,MLBLD89,11% Mahalaxmi Debenture 2089,1192,1215.8,1192,1215.8,74,88803,1216,1260,1058.6,2025-06-08T12:27:41.209241,1215.8,2,1200.04,1215.8
277,2025-06-08,9196,KBSH,Kutheli Bukhari Small Hydropower Limited,1891.7,1891.7,1830,1841.23,453,837105.6,1854.62,3300,1140,2025-06-08T14:55:43.531534,1849,20,1847.91,2468.25
278,2025-06-08,9198,LVF2,Laxmi Value Fund 2,9.85,10.3,9.85,9.9,21100,214222,10.02,10.4,7.98,2025-06-08T14:28:51.807486,9.9,22,10.15,792
279,2025-06-08,9199,RNLI,Reliable Nepal Life Insurance Limited,514.5,514.5,505.5,506.99,88911,45243686.4,508.98,600.1,415,2025-06-08T14:59:59.982017,507,1110,508.86,23524.34
280,2025-06-08,9201,SNLI,Sun Nepal Life Insurance Company Limited,477,490,476,483.09,8526,4080388.2,482.48,744.5,447.2,2025-06-08T14:59:52.278166,485,247,478.58,24305.38
281,2025-06-08,9203,MEHL,Manakamana Engineering Hydropower Limited,418,430,418,420.95,5220,2213910.7,425.33,696,337,2025-06-08T14:59:49.164524,423,117,424.12,3367.6
282,2025-06-08,9208,ULHC,Upper Lohore Khola Hydropower Company Limited,471.6,481,461.5,466.11,11389,5329900.6,462.42,693,364,2025-06-08T14:58:23.549489,462.2,151,467.98,2376.25
283,2025-06-08,9209,CLI,Citizen Life Insurance Company Limited,472.9,472.9,463.9,464.23,23365,10877471.3,467.65,774.9,463.9,2025-06-08T14:59:59.49349,464,534,465.54,23211.5
284,2025-06-08,9211,SBID89,9% Nepal SBI Bank Rinpatra 2089,1071.1,1071.1,1071.1,1071.1,25,26777.5,1090.1,1137.1,965,2025-06-08T12:19:42.130031,1071.1,1,1071.1,1519.21
285,2025-06-08,9212,MANDU,Mandu Hydropower Limited,844,855,836,843.68,2246,1895604.5,846.91,1493.1,805.6,2025-06-08T14:58:54.858528,843,61,843.99,11504.73
286,2025-06-08,9213,HATHY,Hathway Investment Nepal Limited,1226,1233,1212.1,1218.06,8621,10518468.5,1227.11,1816,885,2025-06-08T14:59:56.026326,1219,167,1220.09,34488.15
287,2025-06-08,9214,BGWT,Bhagawati Hydropower Development Company Limited,890,908,890,901,1262,1138361,906.94,1361.7,857.6,2025-06-08T14:52:59.379138,895.3,30,902.02,5360.48
288,2025-06-08,9215,MSHL,Mid Solu Hydropower Limited,850,930,850,899.4,1510,1327440,863.16,1180,636,2025-06-08T14:50:15.713509,900,42,879.09,6731.11
289,2025-06-08,9216,SONA,Sonapur Minerals And Oil Limited,451,455,445,445.83,60977,27318943.2,451,624,425,2025-06-08T14:59:54.021425,446,627,448.02,13709.5
290,2025-06-08,9217,MMKJL,Mathillo Mailun Khola Jalvidhyut Limited,563.2,570,563.2,566.78,3259,1848624.9,574.62,890.4,447,2025-06-08T14:59:57.873874,566,59,567.23,5667.8
291,2025-06-08,9218,TVCL,Trishuli Jal Vidhyut Company Limited ,478,478,466.1,469.62,6089,2861447.3,473.92,697,431,2025-06-08T14:59:57.167602,469.5,79,469.93,8699.71
292,2025-06-08,9221,H8020,Himalayan 80-20,11.22,11.46,11.17,11.46,27000,306133,11.44,11.46,8.53,2025-06-08T14:37:13.063149,11.46,32,11.33,114.6
293,2025-06-08,9225,VLUCL,Vision Lumbini Urja Company Limited ,590,614,590,600.56,2681,1609470.8,590.5,816,500.4,2025-06-08T14:57:47.810472,604,123,600.32,11485.71
294,2025-06-08,9230,MKCL,Muktinath Krishi Company Limited,1482,1505,1480,1483.94,4532,6747681.2,1493.27,1926,1071,2025-06-08T14:59:24.734302,1485,101,1488.89,10387.58
295,2025-06-08,9231,CIZBD90,10% Citizens Bank Debenture 2090,1145,1145,1145,1145,25,28625,1145,1207,1000,2025-06-08T11:22:17.12495,1145,1,1145,3435
296,2025-06-08,9232,CKHL,Chirkhwa Hydropower Limited ,641,641,615.5,616.42,4698,2921956.9,629.18,910,537,2025-06-08T14:59:20.948907,616,83,621.95,2465.68
297,2025-06-08,9233,NWCL,Nepal Warehousing Company Limited ,898,915.9,875,880.52,5422,4798230.2,898.25,1264,826,2025-06-08T14:59:50.768342,885,121,884.95,6053.57
298,2025-06-08,9234,HRL,Himalayan Reinsurance Limited,930,935,910,913.37,131188,120363442.9,927.78,1156,512,2025-06-08T14:59:55.277825,913,1264,917.48,99265.05
299,2025-06-08,9236,NICGF2,NIC ASIA Growth Fund-2,8.51,8.91,8.51,8.91,3850,33937,8.6,9.79,7.66,2025-06-08T14:24:24.109203,8.91,17,8.81,806.36
300,2025-06-08,9241,KSY,Kumari Sabal Yojana,8.89,9.24,8.89,9.1,600,5451,9,10.91,7.77,2025-06-08T14:06:43.477615,9.1,6,9.08,677.72
301,2025-06-08,9242,SARBTM,Sarbottam Cement Limited,839,848.8,830,830.85,41366,34530757.7,839.12,1060,696.8,2025-06-08T14:59:37.716232,830.1,266,834.76,41338.94
302,2025-06-08,9244,NIBLSTF,NIBL Stable Fund,8.22,8.49,8.22,8.4,15303,128153.91,8.36,10.55,7.85,2025-06-08T14:59:49.370224,8.49,25,8.37,949.2
303,2025-06-08,9245,MNMF1,Muktinath Mutual Fund 1,9.05,9.2,9.04,9.07,5000,45378,9.2,10.42,8.67,2025-06-08T14:40:26.198142,9.07,26,9.07,1133.75
304,2025-06-08,9246,GMLI,Guardian Micro Life Insurance Limited ,2393,2442.9,2200,2340.93,10575,24204269.4,2393.78,2778,301,2025-06-08T14:56:35.076522,2442.9,499,2288.81,17556.97
305,2025-06-08,9248,GSY,Garima Samriddhi Yojana,9.12,9.35,9.12,9.26,5500,50858,9.3,10,8.8,2025-06-08T14:59:32.47508,9.26,32,9.24,1157.5
306,2025-06-08,9249,ICFCD88,9% ICFC Finance Limited Debenture 2088,1090,1100,1090,1100,75,82005,1097,1123.6,1000,2025-06-08T14:59:28.078879,1100,3,1093.4,330
307,2025-06-08,9250,NMIC,Nepal Micro Insurance Company Limited,1755,1755,1592.8,1595.79,57804,95728132,1769.73,2703.3,302.3,2025-06-08T14:59:58.402849,1593,2346,1656.08,11968.42
308,2025-06-08,9252,CREST,Crest Micro Life Insurance Limited,1685,1693,1563.1,1579,55475,89406912.1,1694.13,2458.2,302.5,2025-06-08T14:59:55.22382,1563.1,2234,1611.66,11842.5
309,2025-06-08,9254,NMBHF2,NMB Hybrid Fund L- II,8.53,8.69,8.5,8.66,15719,134847.87,8.7,10,8.16,2025-06-08T14:59:48.433901,8.69,40,8.57,1181.95
310,2025-06-08,9255,EBLD91,Everest Bank Limited Debenture 2091,1030,1040,1026,1030,235,242135,1029,1045,996,2025-06-08T14:59:26.505897,1030,11,1030.36,3090
311,2025-06-08,9256,OMPL,Om Megashree Pharmaceuticals Limited,1775.1,1790,1628.4,1628.4,67440,112446763,1809.24,2167.2,270,2025-06-08T14:59:44.830551,1628.4,6735,1667.36,9770.4
312,2025-06-08,9257,MBLEF,MBL Equity Fund,9,9.27,8.94,9.01,17500,158211,9.1,10.19,8.8,2025-06-08T14:54:09.28689,9.01,35,9.04,1095.84
313,2025-06-08,9258,PURE,Pure Energy Limited,522.1,563.5,522.1,563.5,580,324978,512.3,563.5,289.3,2025-06-08T14:57:09.676397,563.5,58,560.3,4508